"","ss.treatment","ss.replicate","ss.genotype","ss.replicate_n_treatment","ss.treatment_i_genotype","residualss"
"69",3670.31782370596,21556.5384123224,345349.907298578,3.21612559241476,184598.998554503,455443.389620853
"70",412.649184532464,296651.67699052,16898389.6336019,72904.5896208528,9247517.66684835,13281480.7217062
"71",17.7255924729689,1285.73355450237,87953.2586255924,241.63810426541,74087.4695734597,144056.273222749
"72",376.784162568161,3155.17822274868,419683.258530807,3472.68246445491,276764.858554502,611562.227914692
"73",12.2236050813699,29.5660900473922,8608.60763033179,43.5867772511847,10647.6738625592,24352.4600947867
"74",277.338210676913,313.281895734617,46866.7045023699,1074.94816350714,48879.4840521329,103599.744549763
"75",188565.595708728,3634901.79421794,441982663.915546,1468707.56023693,144885647.400332,206968557.125214
"76",1450.10530721856,3498.16350710881,302855.612654029,1459.04513033183,160345.70464455,312005.429052131
"77",369.005272287875,1027995.05981043,5131687.98729857,209298.60522512,7573988.21770139,16819371.3298104
"78",117516.386737883,657091.076800942,182723639.850949,1270001.66843605,223290467.494005,431506837.630805
"79",66.2014826632803,173171.947772512,632661.09222749,117461.926824645,357954.970308057,953093.425545027
"80",2279.16096776165,1414369.64132701,5714068.1806161,93907.6626658775,3475494.54132701,6976686.93834124
"81",192.292075527541,649.661042654043,72196.8457819905,134.960011848336,79656.4643601896,176359.664739337
"82",3574.02451958414,59255.9250236964,3633298.40023697,8845.33565165848,2742930.26798579,5452017.89857819
"83",94.3659058949852,31.7763981042663,83577.8438388626,673.954549763032,85927.6448341231,182346.22450237
"84",630.856407939689,7226.45424170606,1528985.40374408,6321.84598341235,800404.396374405,1494716.59758294
"85",1062.31898646522,305352.660094787,3881285.83966826,745.457630331628,2490456.46457346,4417417.97270142
"86",55.6773098117264,20.2316587677633,186270.768957346,668.069680094777,75120.1890284361,159772.792464455
"87",47.6102660846591,111.58530805687,26763.9686729857,0.928909952606773,27335.4478199052,45942.6453554503
"88",1.63816708396189,1471.43127962083,73200.2533175357,1005.46142180092,90239.3393364928,200290.79549763
"89",6444.44375301618,657517.313388627,2243975.62450236,49604.3556398107,2424054.01156399,4483757.46981043
"90",11965.7890056921,52392.7592653995,8677420.32260665,25055.8317061607,4413807.98945498,7697160.04625592
"91",3710.06899423251,4081.50180094782,280705.714786731,3641.83677725116,137235.175094787,259917.140663506
"92",12.9941375301787,0.701042654029152,20303.7576303318,14.624656398104,18868.2279620853,36876.2700947867
"93",2139.08538875822,130641.291469194,2185737.77369668,7494.34241706133,1758763.18445497,3195603.9149763
"94",404580.960387766,1342703.54132703,206152650.20327,2690553.87469193,155281344.631232,240256369.861611
"95",17678.6615720224,14795.0277014207,6397968.57763031,1623.86077014171,4766228.18798579,10285664.6378199
"96",495.733521919698,30642.6919431277,2188751.54815166,21236.2191469194,1350076.91386256,2242657.84772512
"97",0.793914926704019,6159.21526066354,1109113.43170616,28671.2424644548,687508.876848341,1156363.46635071
"98",42.9011913171853,40683.8678909952,298161.32042654,13725.7025592417,208884.96471564,425985.282464455
"99",480.918255891651,7524247.25270149,13611129.6163507,682697.650248822,9373860.09168246,20784329.1538862
"100",1928.17569351755,439732.363246453,10502685.7416114,8548.09952606587,1971583.54945498,4065192.36227489
"101",805.839560270309,14141948.8266353,497843891.715972,668911.564277247,58186314.2243128,113177928.1991
"102",17949.7018331876,1227109.21139811,4500626.07649287,129840.408637442,3209291.53689573,7145324.95672988
"103",231.026917867362,153510.833388625,6601218.55099526,11756.5165876774,3733250.22101896,6261675.43251185
"104",708.809615543578,7632.57841232215,566315.068672986,9861.64099526068,234643.551516587,486365.223601896
"105",1199.88389609195,173350.258293841,3393123.33554504,56552.2934715636,3528659.83748816,7226058.72137439
"106",36343.9749665111,1249949.04172989,62206323.733839,1529579.26540285,31318631.1666825,61911574.7877725
"107",571.009805117326,75.9265402843739,54961.4796208532,1070.43868483408,41400.6390521328,112065.216208531
"108",611.823059610848,21729.8465402842,561037.338483413,22630.8011374407,301829.511872038,469824.804123223
"109",0.433483021103712,0.0125355450236384,553.374976303319,0.338400473933689,771.851279620852,1273.52734597157
"110",1596.73872893048,56083.53556872,1159630.25175356,15438.3105331752,720861.052701422,1325814.52303318
"111",796881.44511877,672211.314597175,81149485.940995,153306.427725121,46532832.8616823,118146185.613128
"112",333.293066261453,51081.801919431,656881.332511848,1962.21754739335,241193.337914692,358814.85521327
"113",9053.28067624662,1247261.94511849,5705126.49241705,193411.080864931,2769739.06822274,7334741.16189575
"114",95.2175274970214,265.301327014226,69508.2633649289,3.62332938388863,58769.0908530804,126743.341943128
"115",419.535393062833,373.669218009483,136263.041753555,1234.63582938389,113379.069075829,239595.645829384
"116",304.203128018009,700.754597156396,101826.651611375,203.763139810413,90351.8753317536,170479.693459716
"117",669.063723732717,12657.9275829382,1835420.71023697,339755.429431279,2330500.99696682,5163755.57720379
"118",65364.4800524041,1406426.3422038,33627983.6006162,388686.953601889,10093619.7692655,21707473.8139811
"119",28734.6582672298,2147142.84824645,10575301.5007583,336996.270154025,5281839.76350711,11816907.4621801
"120",62444.4513283968,715611.215260665,4598185.22274879,188253.584123224,1978888.22483412,5019824.53293839
"121",51.0264830552042,293784.574052136,11653641.3717536,372023.421907583,6580226.78433651,8660040.12146919
"122",71349.2496118769,949972.731848344,31075956.96218,426231.637725107,21771798.9177015,38233238.4039337
"123",62.3170025932122,7.53781990521384,29984.0895260663,285.292049763033,31774.7465402844,61193.6486729858
"124",578.638866135851,5474.88151658699,5845416.48374409,8610.58962085284,1748671.14651658,3559080.86876777
"125",115.565687259776,2.36966880038381e-05,1500811.46805688,1625.52569905203,435967.68850711,708639.958672985
"126",0.035679211752722,38.3408530805755,27813.184407583,148.646492890999,27675.0044549763,71444.2025118484
"127",731373.553608119,16722927.1112796,629115385.214125,2303201.0024763,179390469.9218,219310208.695735
"128",1082.89832804288,1178.78694312798,160193.74028436,248.535545023682,158913.533388626,330916.079478673
"129",47.7800635451858,708.507677725109,179967.539668247,744.705971563963,95241.8927725118,187118.559478672
"130",47.8748895645258,16200.6068483414,255492.567014217,2112.90658767766,207382.571729858,481363.722274881
"131",37.0114658410021,86.7196445497684,20166.0947393365,26.1282582938366,22629.6707109005,47452.1245023696
"132",968.568699419731,377332.02236967,4324379.99582942,159041.18677725,1618810.11364931,1293983.94071088
"133",116.380370260697,1484.90654028438,71721.1068246445,349.218495260677,69416.5388625594,123464.330473934
"134",314.347112190255,0.629597156395903,56255.7292890994,368.650284360192,42214.5457109003,121707.730947867
"135",55.9422250290372,1316.99111374408,55247.9945023697,648.289206161149,45973.8843838862,103647.694170616
"136",119.187181436049,3884.28457345971,124694.389194313,1.82996445498429,79883.773222749,156960.032464455
"137",16638.5923746349,165322.101327015,5905988.69208531,38763.165924171,3585790.31559241,7994456.86966823
"138",14514.6342788721,279225.582962087,6324379.63331752,19291.5071208524,2615821.74791469,4256784.25469195
"139",9.01424036483513,331.991682464446,44400.5986255923,1012.45895734595,40741.5605687203,87986.9129857821
"140",37747.2809677497,570974.19611375,10531744.6796682,565148.815165881,5409281.43258293,16263275.1976778
"141",694.083457088331,225802.92549763,1878688.1249763,22418.9929028433,1218491.33909953,1925167.0986256
"142",124.267846060975,470.308649289102,70847.9492890996,2128.44086492894,71973.4053791468,169786.020853081
"143",6771.84925115062,295057.710805687,3216728.17890995,38660.2237440753,1998191.75620853,3433717.36862559
"144",807.692851649743,384.091848341239,60106.5164454977,9.55454976303736,50218.7662322275,97528.5507109003
"145",64.3374452852804,229.196682464455,25240.945971564,44.6384004739375,22676.6069668247,50511.4853554502
"146",220108.387275398,3830469.44796209,24347042.3949764,580849.722381517,23538960.4813744,36934154.7945024
"147",2374.44415630819,70462.580568722,1513379.59710901,11574.3486374407,1359759.4192654,2420915.78886256
"148",464.664955960034,865.924763033167,133246.677298578,120.948163507099,96971.5602132702,182044.743933649
"149",0.0408558191011252,33.7262796208524,8280.70488151663,18.6614336492894,9925.44002369671,18892.8976303317
"150",932.376276714378,146426.95886256,371287.130189574,1311.26066350716,345682.237535544,695980.696018957
"151",0.38686851694365,131.981042654028,24921.9030331754,221.016125592425,28559.3803317536,52218.2136492891
"152",63947.6474490091,5449142.56457349,25457020.989526,2811028.70919431,9975245.39421803,26558828.4730805
"153",207.749427758157,2426.40191943198,16610674.0338863,122526.811184831,3607293.28014217,10042162.0195261
"154",167.957636591978,540150.627582941,5447417.47398103,198742.608957347,2897306.99680094,5592757.35270143
"155",27776.750996206,1706260.87431282,20356102.1859242,674565.171196684,11106403.0651185,17209198.074218
"156",1109.68357557245,6267.421066351,1137740.99113744,10608.8380213268,795378.136658769,1262217.2263981
"157",15958.527846064,21758.5593364919,3694885.80393366,399.540864928858,1209926.28530806,2086251.377109
"158",178.706698169932,75428.9943364952,9572146.24535547,750757.882511854,5729703.8685545,12025170.0224171
"159",30071.5815211125,3921.38616113737,8578187.69540286,476510.602476303,6941552.88902844,10956059.176872
"160",13.9149177882355,429.432440758334,457771.422132701,8082.34507109004,409400.443246444,829331.605639811
"161",30.4663945274224,17.8536492890998,41450.982227488,46.0756398104277,44448.2138625591,82279.1144549764
"162",6.10315322364113,12.7667298578199,11158.7904265403,200.045983412325,13452.1553317535,28693.8909004739
"163",13035.6660844535,1404.24654028378,14237191.6450711,356320.567405209,6673984.71281991,11730046.0679621
"164",370.79670085106,19048.2441706164,4358546.90478672,44679.4130805684,3098181.40424171,5930335.55137441
"165",7136.69459363259,2315551.16625594,8354764.88701421,24515.0138507113,5246769.5076777,12630313.6376777
"166",171246.462454244,100402.096303321,81307788.1900003,171.360296212137,38236799.4960426,38784233.7664455
"167",46.5429761691776,12.421232227498,93192.4427488152,350.248447867285,91048.6653317537,170602.286966824
"168",160.762915195257,14672.1253317534,894338.335355454,12867.6780213269,134250.690118484,334438.740568718
"169",260.972880488262,141316.260094787,4306230.57962085,19823.9006635072,854641.239312797,1271881.82132702
"170",96822.5873585418,2310457.61857821,15600298.2005214,54352.5225118473,7638126.3866588,12164370.0191469
"171",26.831570296461,12.906255924172,43065.384549763,41.2554028435989,39329.6585781991,89620.2424644549
"172",8.72418157025822,274.256018957356,87716.4020379146,499.976492891001,57690.0323696683,101691.650426541
"173",421172.975679517,3737275.61992887,149602361.76327,242276.564087689,64087270.7346445,127352934.543128
"174",264.152340662229,518.349028435987,113296.008909953,207.316220379129,43712.8245734599,101419.323127962
"175",438.315773998387,42180.0023696679,1270101.27090048,196.266587677645,931307.516943128,1741126.85099526
"176",749.15861598216,160789.363246445,19603182.3929384,26536.2040876765,7972195.04921799,14395915.6203791
"177",24488.391279222,212940.569312796,2273943.55952606,119940.471196683,1144568.48184834,2888734.13374409
"178",1017.79668922722,474776.142393366,18024821.7400473,763950.210616101,9214285.68656399,17590072.747346
"179",3894.19482450187,936272.642867297,75337264.4256875,21947.3402962089,17835262.3102134,46162909.5960662
"180",513.502040820778,2388.18770142176,132841.218767773,14.7301540284243,112214.586943128,258194.982369668
"181",2555.23312891182,329360.076682462,3454177.42469195,12088.0033293832,2279493.36483412,4534208.1264455
"182",55.9740571067814,5.36909952606948,30476.7437440758,75.7801066350657,33718.2323933649,80847.8642654028
"183",80.970668034066,52.3973696682478,8448.550521327,1.36162322274868,7399.31132701421,16281.9676777251
"184",345.214815400512,4220.75156398106,179912.037156398,0.120864928903757,116656.982914692,241983.983838863
"185",286.691344227991,54635.836232228,441709.934502369,1801.58247630333,343782.261469194,716403.956492891
"186",7337.401201881,78786.5147156394,5918498.37142181,2985.21479857806,1425890.19338863,2931823.98791469
"187",228.96181905549,2565.00511848344,1856055.73772513,164.403139810544,858939.254241707,1324778.57360189
"188",6438.59981243499,162139.040853083,10334240.1151659,1503.29023696668,7097580.75168246,14193008.8008531
"189",360.993034125437,134.001990521327,31501.8416113745,12.6432345971552,34508.3042654029,69837.9751184834
"190",3486.6288362362,10251.146943128,1108757.54175356,72116.7332819903,691817.776113745,1301910.04061611
"191",200.789352197433,307330.276990526,1639446.6714218,182335.862665877,1121776.37111374,2042812.77620853
"192",568.605805464089,2292040.52191945,9343980.75208527,1249456.3882583,6965137.56168247,13188571.5012323
"193",1469.09018711559,1529742.22580571,15598929.4232702,54147.2796682473,9761273.88492894,13117132.8772986
"194",56859.453104049,5691663.69905218,60596405.2434598,538456.308056861,84254142.1885072,151563051.926777
"195",418.383734463248,811.236990521429,1038150.18578199,19841.3517061609,712404.415308056,1245698.0550237
"196",5576.02489408664,48601.9654976306,15475369.3620853,68367.6000473937,2728851.0178673,5562329.62161137
"197",339510.331232682,1092253.18125594,55275493.2789571,232512.883838877,36393769.0008531,87006354.4793839
"198",16607.3808285426,285750.600568721,13346737.8076303,5327.12815165892,7502438.8129621,13940898.8790995
"199",41.1935639474541,5099.04172985791,518773.105165877,45.9355568720493,373393.990805688,642505.74535545
"200",272.50903067179,1121949.72663507,7916226.6159716,546594.742002361,5518195.9885545,12435915.4963033
"201",1603.86944558728,72.9032227487769,1144352.91260663,56798.129964455,758403.754004741,1617419.55791469
"202",1872.71051506745,4945.18758293835,623710.264549764,4316.0591943129,428863.630450236,842695.692322275
"203",350.019172176719,50244.696895726,101459638.398341,821502.242002368,29588464.8829621,44720756.7073935
"204",41065.2878096104,14237.8707109094,439835000.470947,2050278.67565167,144315806.646896,269191869.944834
"205",817.640062818071,53386.8773696688,1581842.85682465,14056.7433175354,774876.942440764,1645866.0427962
"206",234.750072654919,7997.47964454931,1791643.66308057,8936.2129028436,292619.147203794,599471.981800945
"207",8419.60625329707,458041.253554502,5541461.09516588,158706.418199053,1605397.84284361,2729965.6492417
"208",1.11270701064495,1.33101895735308,41355.4371090047,121.02388625592,44950.1172037914,91767.8119905214
"209",5.02994225826114e-07,67.7602132701395,9356.97213270137,413.98010663507,11207.8597630332,23713.8547867299
"210",426644.211477995,103266349.571943,557822676.744123,132293864.940864,405360158.398864,908444533.328578
"211",62531.9137468338,117080880.721233,752011938.744409,133594131.076824,511784280.323176,970427717.820377
"212",2884.77260400812,428.827393364918,111734.867725118,636.772049763036,113648.819597156,204955.019099527
"213",330321.881000996,278289616.338294,1974652815.74171,524269.959822178,1103129287.93322,2492871227.97853
"214",151216.290955946,1884067.41329391,166303973.717299,189087.870154038,82650812.1332937,111979439.034834
"215",5.6381301976071,276.356042654035,55292.4737914693,818.791101895738,48069.7440047395,101084.335971564
"216",102246.303339854,567947.265308067,85544295.4495262,369257.255556881,80288358.9349287,126009109.412322
"217",27378.5102146659,11593.6057109004,4383154.94265404,14382.6455094786,2164917.43627962,4269907.57819906
"218",144366.851388291,58302780.485332,297118827.920664,7948919.07682467,63312833.3635783,101773452.032749
"219",152.970384121407,25923.1190758296,954384.035781999,15056.6339336494,750325.439597156,2072913.56687203
"220",694.793660242925,3722.18220379145,591217.965402844,6087.59347156389,321388.246232228,605284.22535545
"221",11743.8099794928,82122.2549999999,3124672.28440758,36350.0156516582,1498410.6479147,2563960.35369668
"222",15377.4344344735,1198493.16739337,9128256.43369666,1122857.34260664,8743739.92156401,18137757.7748342
"223",105569.970856711,7084.80286729336,179279349.22801,434605.171611369,30181707.6016825,72045231.12545
"224",262.472106099129,2354200.4179147,37928639.6347394,973923.976492897,22010692.8693128,44532327.1464929
"225",9630.6225279998,1612003.57253557,8338328.82113745,5419.47593601793,3442886.25606636,9797594.41090046
"226",385.01520164535,290.284360189573,98796.6298578199,68.1327488151728,75085.5778909949,170454.488293839
"227",2036.0903212463,67284.3079620863,1776607.47232227,54152.0856042656,583924.686658767,1219335.87710901
"228",72.6407663418213,1.2644786729943,1085662.35848341,352.829964454984,155361.536113744,351502.988625593
"229",37.6440919811284,439.579360189578,30754.2665876777,2.11000000000058,33357.4516350711,61562.7412796208
"230",532896.07520321,26519697.9170616,403870815.120615,24037762.6306282,72964352.7385546,256090815.501138
"231",63.4605991795397,942.612535545049,42785.4426066352,2.78702606634761,46906.1878909952,110422.704549763
"232",10.4315838773036,88.9092180094813,37456.1027488153,1.61328199052514,29237.5090521327,61745.5245497632
"233",0.0960565702407621,181.297535545018,31899.3024170616,0.326492890992085,31544.7028672985,62954.7428909952
"234",3131.86190696753,22485.4600947867,376953.489146919,5160.62677725113,270051.774052132,500367.264454977
"235",53.2074926786445,372.540876777261,73062.2570142183,731.240947867293,45075.290379147,115783.418530806
"236",904222.60751163,4145.81822274812,17771766.558673,515815.432464465,13075885.1982938,12117674.7379147
"237",484244.639721036,3459888.3384124,4452214415.94479,1993.75336492062,326938569.381303,804426939.053887
"238",8.40319256907969,3686.03753554501,55393.7694312796,87.5943246445531,52553.9424407583,109949.465118483
"239",334069.743369445,920755.927985802,44970541.4187679,121087.614324644,31576548.1435071,35298612.931564
"240",5.09716198693786,571.980308056882,21018.4826066351,157.158341232229,20347.164478673,39224.4490995261
"241",289.53235804342,9585.13137440762,296921.418957347,1906.5074052132,186820.997819906,438142.698056872
"242",3167.36562868953,617.801800947636,4860662.86890996,986.775781990029,3318118.78125593,6116995.99933648
"243",4506.94137446582,1125376.06104265,22986926.4771091,134447.423886253,9606038.77116113,12094994.9974408
"244",0.682678228116856,0.684834123221663,10605.7227962085,111.887784360184,13299.1151421801,29459.3009952608
"245",497.651332882539,127.325213270145,54819.3691469196,156.382571090042,59477.0262559243,105744.352890995
"246",192.711919933907,124658.789099526,679575.874691941,1943.65952606639,483806.446374406,1005813.63398104
"247",16.0777251743712,0.3025829383987,60077.8201895734,246.47773696683,67928.6245971563,137105.34056872
"248",27323.9300850071,19369.3862559255,13905785.0776304,47416.5180213265,4987123.67258296,8431644.82052131
"249",74.3961383908609,1.10559241706505,27419.6995260664,19.5338388625532,32109.7890047393,65794.3354028435
"250",2429.54797482796,995.954715639789,57569.8581042653,34.9706635071052,60523.7067298579,106029.176777251
"251",444.644014128527,167.542203791469,46847.1431279622,636.250995260649,59163.8190758293,99461.8066824644
"252",1358.81010663517,11.1190758293815,59593.6456398107,303.480106635063,41502.214336493,87248.189241706
"253",14.5986231333263,31.6667298578213,5173.70383886255,3.55810426540302,5208.99189573458,11861.0334597157
"254",10350.6428955253,268566.793388627,6980338.85279622,401.193850710988,5085488.02720379,10189230.8655924
"255",1.98857780783146,41.5397156398103,18682.387014218,27.880995260668,21294.9858056872,37861.8152606635
"256",1012.80995283183,231960.375450234,5753077.72478674,13673.3274999997,1696500.71199052,4080313.62909952
"257",160.505236743338,1263.48824644551,87313.9125118484,76.2001895734575,86979.8010900475,158980.818862559
"258",10472.7986502377,721602.986161143,3162607.77018957,29523.7763507105,3412981.44464455,7086343.50450237
"259",0.432860647859343,28.4129146919422,5290.56042654029,27.2664573459715,7579.42850710898,15127.6020853081
"260",2102.07166256919,2408.69014218007,885289.014691946,1364.64246445498,439432.77829384,1044129.57800948
"261",72.6891317177979,160.559454976305,9546.53819905215,8.78342417061504,13262.6038625592,22836.7820379147
"262",28.1754230193328,1074.24855450238,57078.6927962087,785.452180094784,53752.1475829385,112467.290189573
"263",179.478648450837,2577.34694312795,114180.608483413,1457.99347156397,88589.4512796211,148534.82028436
"264",1746.51858451497,1575.53829383897,1525549.51563981,15752.102417062,1017133.07194312,2495044.5943128
"265",146.519538808847,496.203222748823,66300.0338862559,960.142227488133,59905.1663270141,166598.961184834
"266",7792.21657962725,722479.907582942,21042791.2502369,52890.7223815136,15125882.1312323,25208990.3213744
"267",50.2090633662301,18.8968957345933,74418.7596208529,280.313933649304,63678.5766350711,149469.723886256
"268",14105.2630180302,8057.66824644525,1763514.18677726,117.639822274912,1302116.04623223,2783525.55379147
"269",51.1549067781016,35.3858767772472,51361.0911374407,0.20023696681892,58694.0242417062,115351.968862559
"270",12.739739112978,86.901066350707,50018.8959715642,0.16219194313453,62010.2454502369,110561.777203791
"271",359861.599359736,2720564.02580568,44346828.0527963,7333.70427725464,38389267.7966588,57549568.6045498
"272",1568.28110726224,502464.916018962,3058127.95819909,59519.0447393362,1347934.6743365,4076370.47383884
"273",29695278.6428299,4353315474.06089,10349894665.673,2038995398.92556,7078640975.98117,22288989317.5679
"274",214.738006125204,8795.70511848351,543823.988056871,1203.86729857814,344208.748862559,564616.567298578
"275",34505.5827484243,123.401042653248,8993348.82990523,144247.325165875,5750496.43087679,9338410.68530805
"276",1661877.69614649,6638575.92654026,1064823351.5982,3571960.57293844,471141678.914266,820058394.038341
"277",53.7988842439372,782.654241706157,129403.098957346,385.763459715643,85267.9099526066,141109.615924171
"278",113159.707492679,3024434.47926542,13763199.3967772,1215902.84844787,22159933.777891,42381789.8738863
"279",99.438699420949,884.067867298581,78342.4491943127,327.316777251166,84713.5769905215,187027.600805687
"280",118.522232462288,249.834336492873,75594.9222274883,2.67328199051553,72569.9498104266,128960.245734597
"281",27.3904053026854,90.7547156398141,21519.1236018958,88.0459241706194,23369.5077014219,47735.4019905212
"282",80.2701871143072,214.836990521319,35127.5198578198,1560.40966824643,39410.9932464455,77969.3181990524
"283",423.097115264158,2596.65933649291,81839.8926540284,1299.81843601899,67456.1462085307,128097.739810427
